ales;2;14369;1767463985413
ales;2;14481;1767462207493
ales;2;14655;1767463939375
ales;1;21377;1767463923674
ales;1;21845;1767462191937
ales;2;24957;1767464016593
ales;2;15726;1767475743716
ales;2;14243;1767476140785
ales;2;14877;1767522560334
ales;2;14629;1767522825034
ales;2;14827;1767523002621
ales;1;22503;1767523026277
Ing. Ježek David, Ph.D.;1;22648;1768495998542
Ing. Ježek David, Ph.D.;2;17023;1768496038170
Ales Lanik;1;26254;1773525956565
Ales;1;22244;1773526160492
